,B=1,B=1,B=1,B=1,B=1,B=1,B=5,B=5,B=5,B=5,B=5,B=5,B=10,B=10,B=10,B=10,B=10,B=10,B=15,B=15,B=15,B=15,B=15,B=15,B=20,B=20,B=20,B=20,B=20,B=20,B=25,B=25,B=25,B=25,B=25,B=25,B=30,B=30,B=30,B=30,B=30,B=30
,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
280,151.05,4.336761464503206,1.0,0.0,0.7433333333333333,0.4367938746009257,172.83666666666667,7.495998191627913,3.0,0.0,0.6,0.4898979485566343,193.5233333333333,7.581300826521943,4.99,0.09949874371066217,0.39666666666666667,0.48920570542689207,207.63,8.90878405470317,7.62,0.4989321931218039,0.30666666666666664,0.4611097724210821,217.32666666666665,8.551800330274839,9.63,0.5289297369846644,0.2466666666666667,0.4310710176087246,225.7433333333333,8.817262739774863,11.856666666666667,0.7412526934558528,0.22,0.4142463035441605,230.50666666666663,8.68350671611928,13.956666666666667,0.7967363986218319,0.21333333333333332,0.40966110655299204
290,153.52333333333334,4.275058154250331,1.0,0.0,0.7866666666666666,0.40966110655299204,175.56,7.351625670557501,3.0,0.0,0.5566666666666666,0.4967785108968461,197.01666666666668,8.161069510521006,4.986666666666666,0.11469767022723505,0.3933333333333333,0.4884897360459303,212.03666666666663,9.145599427532837,7.626666666666668,0.49728149863924,0.31666666666666665,0.4651761912317613,221.87,8.718931509460703,9.633333333333333,0.5217491947499504,0.2966666666666667,0.456788304968018,231.04666666666665,9.14573610426678,11.876666666666667,0.7358366364591786,0.21333333333333332,0.40966110655299204,236.25666666666663,9.100775913196749,13.97,0.7973497768650014,0.15666666666666668,0.3634862063713317
300,155.77,4.235221363754198,1.0,0.0,0.78,0.4142463035441604,178.05666666666667,7.3084509682665,3.0,0.0,0.6,0.4898979485566343,200.22666666666663,8.159368167259576,4.99,0.09949874371066214,0.38666666666666666,0.4869861964733242,216.16,9.281939452506679,7.62,0.4922059189675253,0.3333333333333333,0.4714045207910325,226.34666666666664,9.123951385714903,9.63,0.5225897052181564,0.22666666666666666,0.4186751591495366,236.03333333333333,9.348024152491023,11.883333333333333,0.7369230323144732,0.26666666666666666,0.4422166387140521,241.77,9.550415348733967,13.97,0.7889444424884012,0.21,0.407308237088326
310,157.89666666666668,4.269971376432817,1.0,0.0,0.7933333333333333,0.4049142570416048,180.53,7.201557701867929,3.0,0.0,0.58,0.4935585071701226,203.46666666666667,8.163877074582205,4.99,0.09949874371066214,0.42,0.4935585071701226,220.11333333333332,9.280471731305237,7.623333333333332,0.4981186828680717,0.2733333333333333,0.44567053102288817,230.69666666666663,9.329415249032976,9.623333333333333,0.5242030988928715,0.31,0.4624932431938874,241.3533333333333,9.449611397065784,11.9,0.7234178138070241,0.21,0.407308237088326,246.90666666666667,9.923270070339157,13.98,0.7743384273042389,0.2466666666666667,0.43107101760872457
320,160.04,4.1414651191738105,1.0,0.0,0.8233333333333334,0.3813863599495347,182.63333333333333,6.887589483185607,3.0,0.0,0.62,0.4853864439804634,206.38666666666663,8.424794095736438,4.99,0.09949874371066214,0.4166666666666667,0.4930066485916355,223.47,9.267996906919349,7.626666666666668,0.4972814986392398,0.3533333333333333,0.4780051138731555,234.9,9.510169994975556,9.63,0.5289297369846644,0.3033333333333333,0.4596979684773718,245.92,9.624635058016484,11.913333333333336,0.7158832927851372,0.21333333333333332,0.40966110655299204,252.08,10.186932806296502,13.993333333333334,0.7745679799446626,0.22333333333333333,0.416479958167924
330,162.03,4.264086459411127,1.0,0.0,0.78,0.4142463035441603,184.91666666666663,6.785503338408699,3.0,0.0,0.61,0.4877499359302883,209.2,8.762800161287872,4.986666666666666,0.11469767022723484,0.43,0.495075751779462,227.03,9.55592835190107,7.616666666666666,0.4930066485916342,0.3333333333333333,0.4714045207910324,238.83333333333331,9.930033008784788,9.636666666666667,0.5272465162415859,0.3466666666666667,0.4759084879353256,250.23,9.911126743884036,11.92,0.7166589146867574,0.21666666666666667,0.4119735698102753,256.6933333333333,10.326307288775707,13.98,0.7829005896876918,0.28,0.4489988864128734
340,163.91333333333333,4.188773355318023,1.0,0.0,0.7833333333333333,0.4119735698102753,187.09666666666664,6.728099450975906,2.9966666666666666,0.05763872155263521,0.6966666666666667,0.4596979684773718,211.72,9.065406775208713,4.983333333333333,0.12801909579781032,0.4133333333333333,0.4924316083365161,230.2633333333333,10.18760630483051,7.61,0.4945368203346106,0.35,0.4769696007084734,242.61333333333332,9.895983472545261,9.633333333333333,0.5343739847293794,0.28,0.4489988864128732,254.56333333333333,10.344692144068649,11.923333333333336,0.7331136034446215,0.20333333333333334,0.4024784328245299,261.1166666666667,10.716796266712473,13.983333333333333,0.7893386824143062,0.2433333333333333,0.4290946541524634
350,165.67666666666668,4.2101609892681715,1.0,0.0,0.82,0.38418745424597184,188.95,6.637833481892519,2.9966666666666666,0.05763872155263521,0.63,0.4828043081829319,214.19333333333333,9.077589009325226,4.983333333333333,0.12801909579781032,0.46,0.4983974317750848,233.28333333333333,10.661600359337351,7.61,0.4945368203346106,0.3466666666666667,0.4759084879353256,246.10666666666665,10.141102285035664,9.63,0.5351946686331366,0.3366666666666667,0.4725698067187766,258.3466666666667,10.736533684367382,11.92,0.7304792947099875,0.2766666666666667,0.4473502232280897,265.39,11.046774793274878,13.98,0.7743384273042389,0.2433333333333333,0.42909465415246334
360,167.24333333333334,4.126837637815278,1.0,0.0,0.8433333333333334,0.3634862063713317,190.77,6.733283003112228,2.9966666666666666,0.05763872155263521,0.62,0.4853864439804632,216.77,9.19077980006775,4.98,0.1399999999999999,0.48,0.4995998398718728,236.30666666666667,10.737440208086014,7.62,0.4853864439804632,0.3433333333333333,0.4748216039267335,249.34333333333333,10.075984098615654,9.62,0.5375251932080335,0.31,0.4624932431938874,261.93333333333334,10.973402186904275,11.913333333333336,0.7342721263643044,0.2866666666666667,0.45220447685631,269.6333333333333,11.484433909523895,13.963333333333333,0.7758794293502613,0.22666666666666666,0.4186751591495365
370,168.8,4.015802119958935,1.0,0.0,0.8933333333333333,0.3086889840744059,192.58666666666667,6.55050803797351,2.9966666666666666,0.05763872155263521,0.64,0.4800000000000006,219.04666666666665,9.466316894946818,4.98,0.1399999999999999,0.5,0.5,239.25333333333333,10.937511396819458,7.613333333333332,0.4869861964733241,0.38,0.4853864439804632,252.43,10.171124159436195,9.633333333333333,0.5343739847293794,0.3633333333333333,0.4809596887705066,265.4166666666667,11.233419880972233,11.916666666666664,0.7278201853632683,0.2933333333333333,0.4552898954390378,273.8933333333333,11.796692568493745,13.96,0.7735631842325488,0.2466666666666667,0.4310710176087245
380,170.47,3.954208728262416,1.0,0.0,0.8633333333333333,0.34349510751812606,194.49666666666667,6.537327860491288,2.9966666666666666,0.05763872155263521,0.6466666666666666,0.4780051138731554,221.2,9.429033177726481,4.98,0.1399999999999999,0.4233333333333333,0.4940872617485927,241.93,10.931228964149764,7.616666666666666,0.4930066485916342,0.4166666666666667,0.4930066485916357,255.31666666666663,10.572750614459585,9.63,0.5351946686331366,0.39666666666666667,0.4892057054268921,268.8533333333333,11.507612939074535,11.903333333333334,0.7261695547337558,0.3333333333333333,0.4714045207910323,277.93666666666667,12.013852652482278,13.95,0.7751343969488989,0.23666666666666664,0.4250359461922667
390,171.96,3.952012145730325,1.0,0.0,0.87,0.3363034344160045,195.94,6.626441981435686,2.993333333333333,0.08137703743822461,0.7266666666666667,0.44567053102288817,223.00666666666663,9.324874738509301,4.98,0.1399999999999999,0.4733333333333333,0.4992883824894079,244.34666666666664,10.966303945369301,7.61,0.4945368203346104,0.39,0.4877499359302882,258.41,10.734767502528095,9.626666666666667,0.5359933664597811,0.36,0.4800000000000005,271.97333333333336,11.912708433526875,11.9,0.7234178138070243,0.3,0.4582575694955854,281.67,12.475353034416832,13.95,0.7708220719898118,0.2466666666666667,0.4310710176087245
400,173.44333333333333,3.9816398073602253,1.0,0.0,0.8433333333333334,0.3634862063713317,197.3766666666667,6.672440000146536,2.993333333333333,0.08137703743822461,0.6366666666666667,0.4809596887705066,224.94,9.427781640803241,4.98,0.1399999999999999,0.5,0.5,246.58666666666667,11.176276462022383,7.6,0.4966554808583787,0.43666666666666665,0.4959726694979163,260.81,11.123873725760589,9.64,0.5263712251507152,0.3366666666666667,0.4725698067187769,274.9533333333333,12.262319882016163,11.906666666666665,0.7103676669318647,0.31,0.4624932431938874,285.31,12.64860598379653,13.926666666666666,0.7839784577539244,0.29,0.4537620521815369
410,174.73,3.8760503952692207,1.0,0.0,0.8566666666666667,0.3504124553849197,198.4033333333333,6.5838683326918215,2.993333333333333,0.08137703743822461,0.7333333333333333,0.442216638714052,226.8,9.66781602362533,4.98,0.1399999999999999,0.5,0.5,248.75333333333333,11.192221505233995,7.606666666666666,0.5019517462421622,0.45,0.4974937185533102,263.41333333333336,11.366140750296712,9.63,0.5225897052181564,0.37333333333333335,0.4836895239257874,277.81333333333333,12.518192982837244,11.893333333333333,0.7178362549278842,0.3366666666666667,0.4725698067187765,288.66333333333336,13.110682243456626,13.913333333333336,0.7826166934642332,0.2933333333333333,0.4552898954390378
420,175.86333333333337,3.852011018791206,1.0,0.0,0.86,0.3469870314579493,199.48666666666668,6.5035750852041865,2.993333333333333,0.08137703743822461,0.7166666666666667,0.4506168611531931,228.18,9.785410909444057,4.976666666666667,0.1509598916563234,0.5433333333333333,0.4981186828680704,250.94333333333333,11.185114612237502,7.606666666666666,0.5085491345211618,0.37,0.4828043081829319,265.97,11.619054752144567,9.626666666666667,0.5234076380370806,0.3533333333333333,0.4780051138731555,280.5833333333333,12.868944098962526,11.886666666666667,0.7260547882601942,0.3133333333333333,0.4638486343146394,291.3833333333333,13.486896933278933,13.913333333333336,0.7826166934642332,0.3133333333333333,0.4638486343146394
430,176.94,3.844008324652791,1.0,0.0,0.91,0.2861817604250833,200.56333333333333,6.518127713453376,2.993333333333333,0.08137703743822461,0.7366666666666667,0.440441697491154,229.53,9.899617837741678,4.976666666666667,0.1509598916563234,0.5366666666666666,0.4986537431480448,252.7933333333333,11.595859414271779,7.593333333333334,0.5176442364747778,0.3933333333333333,0.4884897360459302,267.81,11.680492284146245,9.623333333333333,0.5242030988928714,0.37,0.4828043081829319,282.9266666666667,13.129151618525178,11.86,0.7351190379795625,0.32666666666666666,0.4689941956523072,294.4633333333333,13.859364663969592,13.89,0.7902953034573016,0.24,0.4270831300812527
440,178.13,3.834896782617928,1.0,0.0,0.8833333333333333,0.3210226714043032,201.64666666666668,6.400663160086531,2.993333333333333,0.08137703743822461,0.6933333333333334,0.4611097724210818,230.69333333333333,10.031913520803943,4.976666666666667,0.1509598916563234,0.5766666666666667,0.4940872617485927,254.38666666666663,11.727623610755744,7.586666666666668,0.5188020388891647,0.4933333333333334,0.4999555535800721,270.0,11.696438204285384,9.61,0.5396603870336728,0.38333333333333336,0.4861984048604936,285.1666666666667,13.064157922431214,11.846666666666666,0.7369908788821973,0.32,0.4664761515876253,297.0833333333333,14.27315856969142,13.886666666666667,0.7919315346389206,0.34,0.4737087712930809
450,179.21,3.7673023062486832,1.0,0.0,0.88,0.3249615361854373,202.4933333333333,6.444891172255901,2.993333333333333,0.08137703743822461,0.7433333333333333,0.4367938746009256,231.94,10.024124234399068,4.976666666666667,0.1509598916563234,0.53,0.4990991885387121,255.9633333333333,11.991190748026467,7.59,0.5117616632769599,0.4566666666666666,0.4981186828680703,271.97,11.643414447660954,9.61,0.5396603870336728,0.37333333333333335,0.4836895239257876,287.49333333333334,13.12821219951732,11.833333333333336,0.7475887164001928,0.33,0.4702127178203494,299.49666666666667,14.609243268865399,13.88,0.8076302784484166,0.30666666666666664,0.46110977242108203
460,180.11666666666667,3.7286801358598103,1.0,0.0,0.8866666666666667,0.31699982474583244,203.23,6.36896904268396,2.99,0.09949874371066217,0.7533333333333333,0.4310710176087247,233.0533333333333,10.014513911762704,4.97,0.17058722109231955,0.56,0.4963869458396333,257.00666666666666,11.840606215711908,7.576666666666667,0.5139282267225868,0.4633333333333333,0.4986537431480449,273.5566666666667,11.769173953831913,9.6,0.541602560309064,0.4,0.4898979485566345,289.8466666666667,13.41975492407452,11.813333333333333,0.751768285813891,0.33,0.4702127178203494,302.0433333333333,14.628560725132495,13.876666666666667,0.8214553480797909,0.28,0.4489988864128733
470,181.0,3.6469165057620936,1.0,0.0,0.9,0.3000000000000008,204.16333333333333,6.383049602049343,2.99,0.09949874371066217,0.7633333333333333,0.4250359461922667,233.79666666666665,10.057268792050632,4.97,0.17058722109231955,0.55,0.4974937185533102,258.3233333333333,11.795428022001667,7.57,0.5213124462994011,0.4733333333333333,0.4992883824894079,275.0466666666667,11.846145177042013,9.59,0.5433537828462532,0.33,0.4702127178203495,291.80333333333334,13.919458402618337,11.806666666666667,0.7545123517139323,0.3933333333333333,0.4884897360459303,304.22,14.680313348154394,13.863333333333333,0.8354572932764962,0.34,0.4737087712930809
480,181.91,3.5854195477424007,1.0,0.0,0.93,0.25514701644346066,205.0533333333333,6.470740984530967,2.986666666666667,0.114697670227235,0.7533333333333333,0.4310710176087245,234.74666666666667,10.058950685279688,4.966666666666667,0.17950549357115042,0.57,0.495075751779462,259.44666666666666,11.743955419231144,7.566666666666666,0.5217491947499504,0.46,0.4983974317750849,276.7033333333333,12.046935525500064,9.576666666666666,0.55147277559479,0.4166666666666667,0.4930066485916354,293.50666666666666,14.316306165426258,11.8,0.7483314773547891,0.36666666666666653,0.4818944098266995,306.42333333333335,15.00213725514541,13.86,0.8368990381163056,0.30666666666666664,0.4611097724210818
490,182.89333333333332,3.5339244788509863,1.0,0.0,0.9066666666666666,0.2908989897236193,205.52,6.2936158128694215,2.986666666666667,0.114697670227235,0.7533333333333333,0.4310710176087244,235.11333333333332,10.073090665508555,4.963333333333333,0.18794207145347286,0.5666666666666667,0.49553562491061603,260.34,11.94645275106102,7.553333333333334,0.5232802520850777,0.47,0.4990991885387121,278.0466666666667,11.802449839851988,9.58,0.5509990925582364,0.4066666666666667,0.4912116538610306,295.24333333333334,14.474026929488408,11.783333333333333,0.7459148000200092,0.3933333333333333,0.4884897360459304,308.33,15.237708707895248,13.853333333333332,0.8436955743763409,0.3333333333333333,0.4714045207910323
500,183.71666666666667,3.4885128955218443,1.0,0.0,0.9266666666666666,0.260682863946895,205.95,6.109077944611063,2.986666666666667,0.114697670227235,0.7266666666666667,0.4456705310228883,235.74,10.042529561818581,4.963333333333333,0.18794207145347286,0.63,0.482804308182932,261.04,12.062824434324382,7.546666666666668,0.5239168721170246,0.4833333333333333,0.49972214501883094,279.2966666666667,12.103525198148775,9.563333333333333,0.5591561101835123,0.4666666666666667,0.4988876515698591,296.78,14.58486430059144,11.766666666666667,0.7386173268720103,0.41,0.4918333050943181,310.25333333333333,15.403976398608535,13.84,0.8530728769181053,0.3033333333333333,0.4596979684773718
510,184.46666666666667,3.439315177312033,1.0,0.0,0.9233333333333332,0.2660618140374311,206.52,6.0588447743773735,2.9833333333333334,0.12801909579781032,0.83,0.375632799419859,236.17,10.061201054877424,4.96,0.19595917942265395,0.6333333333333333,0.4818944098266994,261.75,12.235501624371595,7.54,0.5244679844057853,0.5366666666666666,0.498653743148045,280.29,12.307960838416733,9.55,0.566421515598881,0.39666666666666667,0.4892057054268922,297.85,14.54719331463404,11.75,0.7488880646220324,0.4166666666666667,0.4930066485916357,311.98,15.653101929010758,13.823333333333334,0.8633976809996385,0.34,0.4737087712930809
520,185.19666666666663,3.2575024516064803,1.0,0.0,0.9266666666666666,0.26068286394689505,207.06,6.071496246121429,2.98,0.13999999999999985,0.7833333333333333,0.4119735698102759,236.69333333333333,10.154110278875033,4.96,0.19595917942265395,0.6,0.4898979485566343,262.16,12.245859164087536,7.526666666666666,0.5253147204824509,0.53,0.4990991885387121,281.39,12.527751860037244,9.546666666666667,0.572557614762235,0.43,0.495075751779462,299.18666666666667,14.878121147809253,11.753333333333336,0.7432959631861924,0.33,0.4702127178203493,313.1933333333333,15.644465119935838,13.813333333333333,0.8554660847878323,0.37333333333333335,0.4836895239257875
530,185.97,3.2314754112221418,1.0,0.0,0.9033333333333332,0.29550333707459586,207.51,6.1103655100711265,2.98,0.13999999999999985,0.8133333333333334,0.3896437118987325,237.06,10.084132750679816,4.963333333333333,0.18794207145347305,0.6266666666666667,0.4836895239257874,262.69,12.411308015945249,7.503333333333333,0.5259805657584263,0.4766666666666667,0.4994552588125946,282.39,12.412543386966801,9.543333333333333,0.5610605037684334,0.4233333333333333,0.4940872617485927,300.17333333333335,15.040499400692186,11.73,0.7552703710151312,0.38333333333333336,0.4861984048604936,314.2733333333333,16.15235655321607,13.786666666666667,0.8531249745624756,0.4133333333333333,0.492431608336516
540,186.67666666666668,3.1142878622389567,1.0,0.0,0.95,0.2179449471770333,207.88666666666663,6.007813431043122,2.98,0.13999999999999985,0.8266666666666667,0.3785351884420903,237.44,10.17905038137972,4.963333333333333,0.18794207145347305,0.6566666666666666,0.4748216039267335,263.28,12.69678174446843,7.496666666666667,0.5259805657584263,0.4633333333333333,0.4986537431480448,282.96,12.772042384312178,9.533333333333333,0.5617433182117583,0.4766666666666667,0.4994552588125947,301.05333333333334,15.269484456115597,11.726666666666668,0.7562774329275971,0.45,0.4974937185533101,315.3666666666667,16.479650751423375,13.763333333333335,0.8606134762804682,0.3466666666666667,0.4759084879353256
550,187.31333333333333,3.0607987338093423,1.0,0.0,0.9233333333333332,0.26606181403743184,208.3033333333333,5.89332861990762,2.98,0.13999999999999985,0.82,0.3841874542459716,237.6,10.195750748882263,4.963333333333333,0.18794207145347305,0.6466666666666666,0.4780051138731557,263.74666666666667,12.862185748239767,7.486666666666666,0.5258221076456271,0.55,0.4974937185533101,283.8566666666667,12.965703049027288,9.52,0.5682722352300296,0.4133333333333333,0.492431608336516,301.96,15.081503019703753,11.723333333333333,0.7616575491795659,0.4033333333333333,0.4905665658761876,316.13,16.827351742525224,13.753333333333336,0.8636099942811128,0.37333333333333335,0.4836895239257874
560,187.8733333333333,3.0491455998179005,1.0,0.0,0.94,0.23748684174075815,208.6266666666667,5.90090011966159,2.9766666666666666,0.1509598916563234,0.8233333333333334,0.3813863599495348,237.85,10.175501625636608,4.956666666666667,0.2036063740543399,0.6166666666666667,0.4861984048604937,263.6933333333333,12.82780660215231,7.473333333333334,0.5253147204824509,0.5466666666666666,0.4978174587358522,284.30333333333334,13.103612309418946,9.513333333333334,0.574301508114181,0.4266666666666667,0.494592986426437,302.9033333333333,15.270690517749648,11.71,0.7783957862167561,0.4233333333333333,0.4940872617485928,317.15,16.666158325581016,13.736666666666665,0.8835471439349225,0.32666666666666666,0.4689941956523071
570,188.4833333333333,3.0016199330065487,1.0,0.0,0.95,0.21794494717703344,209.08666666666667,5.999374041422062,2.973333333333333,0.1611072796479282,0.8033333333333333,0.3974781615244907,238.06,10.210602332869497,4.956666666666667,0.2036063740543399,0.6766666666666666,0.4677487454701376,264.1333333333333,12.855435512740208,7.453333333333332,0.5426683046658306,0.53,0.4990991885387119,284.84,13.193978424518768,9.496666666666666,0.5802202646888132,0.4533333333333333,0.4978174587358522,303.44,15.485898962174158,11.703333333333333,0.7672389168672018,0.38333333333333336,0.4861984048604936,317.93,16.729766884209713,13.726666666666668,0.8973788992888607,0.37666666666666665,0.4845501923319083
580,189.05,2.9258901779344604,1.0,0.0,0.9433333333333334,0.2312045751181316,209.33666666666667,6.026883292566911,2.973333333333333,0.1611072796479282,0.8433333333333334,0.3634862063713317,238.23,10.22792419473929,4.953333333333333,0.21092389359408506,0.6666666666666666,0.4714045207910323,264.53,12.846624718838276,7.4433333333333325,0.5478341192571167,0.5033333333333333,0.4999888887654291,285.04,13.19943433131385,9.483333333333333,0.5913731666403406,0.4633333333333333,0.4986537431480449,303.8066666666667,15.829380559228747,11.676666666666666,0.7738145054784706,0.4133333333333333,0.4924316083365161,318.7266666666667,16.7860643259686,13.683333333333335,0.92900783395812,0.32666666666666666,0.4689941956523071
590,189.59666666666664,2.9064277424739458,1.0,0.0,0.9166666666666666,0.27638539919628297,209.54666666666665,6.005094133779718,2.973333333333333,0.1611072796479282,0.82,0.3841874542459717,238.15666666666667,10.081275823139755,4.95,0.21794494717703344,0.6966666666666667,0.4596979684773719,264.55333333333334,12.984881807531217,7.426666666666668,0.5519259209551777,0.5666666666666667,0.4955356249106158,285.38666666666666,13.367017451756231,9.466666666666667,0.6018490028422607,0.47,0.49909918853871205,304.24333333333334,15.817631161319813,11.676666666666666,0.7823824015289605,0.39666666666666667,0.4892057054268921,319.32,16.966563195493258,13.666666666666664,0.928559218478942,0.38666666666666666,0.4869861964733242
600,190.14333333333332,2.8182953870893086,1.0,0.0,0.9633333333333334,0.18794207145347314,209.75666666666663,5.815850945667553,2.966666666666667,0.17950549357115056,0.84,0.36660605559646703,238.24,10.03904377916542,4.9366666666666665,0.2435615368284214,0.6633333333333333,0.4725698067187766,264.50333333333333,12.717048487059502,7.413333333333332,0.5619806244188679,0.5466666666666666,0.4978174587358522,285.6666666666667,13.27411851017695,9.456666666666667,0.6067307658444743,0.5,0.5,304.26666666666665,15.776001464953733,11.666666666666664,0.784573486395989,0.4233333333333333,0.4940872617485926,320.19,17.10186831898784,13.663333333333336,0.9219484198635464,0.3466666666666667,0.4759084879353256
610,190.65,2.7750375372836507,1.0,0.0,0.9533333333333334,0.21092389359408506,209.74,5.699625718705868,2.9633333333333334,0.18794207145347294,0.8633333333333333,0.3434951075181255,238.22666666666663,9.785122493981477,4.93,0.2551470164434606,0.66,0.473708771293081,264.66333333333336,12.841987990788475,7.406666666666666,0.5668235077066661,0.5266666666666666,0.4992883824894079,285.68333333333334,13.238695387218318,9.45,0.6062177826491063,0.48,0.4995998398718726,304.3933333333333,16.220726110614027,11.653333333333334,0.7787739652099882,0.44333333333333336,0.4967785108968462,320.94666666666666,17.087924261172134,13.643333333333333,0.9288643005783388,0.3533333333333333,0.4780051138731554
620,191.1033333333333,2.691837455881928,1.0,0.0,0.9466666666666668,0.2246973272847041,209.89,5.763497202220192,2.96,0.19595917942265387,0.8666666666666667,0.3399346342395186,238.44,9.70153252498456,4.926666666666667,0.26068286394689505,0.6866666666666666,0.4638486343146394,264.4,12.764534199622537,7.393333333333333,0.5703410285863098,0.5833333333333334,0.4930066485916356,285.9766666666667,13.150771418015324,9.433333333333334,0.6101001739241038,0.49,0.4998999899979987,304.3,16.253102267977432,11.653333333333334,0.7830424992013871,0.48,0.4995998398718727,321.31333333333333,17.62011602938212,13.63,0.9236341266973618,0.4233333333333333,0.4940872617485927
630,191.56,2.5948153434621632,1.0,0.0,0.9466666666666668,0.22469732728470368,209.89666666666668,5.6855948579624345,2.96,0.19595917942265387,0.8633333333333333,0.34349510751812623,238.42666666666668,9.714488606658037,4.92,0.2712931993250099,0.7066666666666667,0.4552898954390376,263.99666666666667,12.939731664743114,7.376666666666668,0.5786094441753346,0.6366666666666667,0.4809596887705066,285.7266666666667,13.008405829394405,9.423333333333334,0.6143741169316579,0.5233333333333333,0.4994552588125946,304.36333333333334,16.404816027279587,11.626666666666667,0.7877957998251977,0.4533333333333333,0.4978174587358522,321.62333333333333,17.644681603499933,13.61,0.9226230721878406,0.3933333333333333,0.4884897360459302
640,191.94333333333333,2.5495337264335616,1.0,0.0,0.9566666666666668,0.20360637405434,209.92,5.617259118110896,2.95,0.2179449471770335,0.8133333333333334,0.3896437118987324,238.13666666666663,9.516196135478127,4.913333333333333,0.2813459712801221,0.7633333333333333,0.4250359461922667,263.76,12.948194211291902,7.363333333333332,0.5870737224195569,0.5866666666666667,0.4924316083365159,285.3833333333333,12.890683543638096,9.403333333333334,0.6276853422606655,0.4633333333333333,0.4986537431480449,304.22333333333336,16.463701149970976,11.61,0.7986864215698158,0.45,0.4974937185533101,321.8566666666667,17.707892465100286,13.59,0.9211767836124978,0.38,0.4853864439804632
650,192.31666666666663,2.466385119067085,1.0,0.0,0.9666666666666668,0.17950549357115048,210.10666666666665,5.6197825185282335,2.95,0.2179449471770335,0.87,0.3363034344160046,237.7633333333333,9.131665906187234,4.91,0.2861817604250834,0.72,0.4489988864128734,263.57666666666665,13.081696712922563,7.353333333333333,0.6015166017843743,0.5966666666666667,0.4905665658761872,285.36333333333334,12.98478554137709,9.383333333333333,0.6348665651580299,0.49,0.4998999899979987,303.8066666666667,16.540937767316038,11.593333333333335,0.8008051503885857,0.44666666666666666,0.4971474183333908,321.45666666666665,17.566866222775438,13.566666666666665,0.9195409482755816,0.43,0.495075751779462
660,192.67,2.4085472800009584,1.0,0.0,0.9766666666666668,0.1509598916563234,210.08333333333331,5.352543528288418,2.9366666666666665,0.2435615368284213,0.8433333333333334,0.3634862063713317,237.5733333333333,9.158126931250127,4.906666666666666,0.2908989897236192,0.66,0.4737087712930809,263.16,13.050711347151413,7.336666666666668,0.6082671196841803,0.59,0.4918333050943182,285.09,13.084159634203994,9.356666666666667,0.6553285859441456,0.5133333333333333,0.4998221906060422,303.8233333333333,16.819595384220428,11.573333333333334,0.7945369021567785,0.4566666666666666,0.4981186828680704,321.86,17.468459195552036,13.546666666666667,0.931569762402272,0.4133333333333333,0.4924316083365162
